date,diversity,tmrca,netau,serialInterval,antigenicDiversity,totalN,totalS,totalI,totalR,totalCases,northDiversity,northTmrca,northNetau,northSerialInterval,northAntigenicDiversity,northN,northS,northI,northR,northCases,tropicsDiversity,tropicsTmrca,tropicsNetau,tropicsSerialInterval,tropicsAntigenicDiversity,tropicsN,tropicsS,tropicsI,tropicsR,tropicsCases,southDiversity,southTmrca,southNetau,southSerialInterval,southAntigenicDiversity,southN,southS,southI,southR,southCases
0.4934,0.8809,0.4925,8.3022,0.01442,0.5298,3000000,2912973,87027,0,177272,0.8129,0.4926,9.1324,0.01391,0.2943,1000000,973175,26825,0,54203,0.9094,0.4925,91.3242,0.01898,0.4636,1000000,997686,2314,0,4427,0.8659,0.4921,3.2232,0.01474,0.6154,1000000,942112,57888,0,118642
0.5208,0.9360,0.5201,24.9066,0.01627,0.5822,3000000,2946232,53768,0,106617,0.8716,0.5192,14.4196,0.01584,0.3240,1000000,980725,19275,0,38606,0.9628,0.5203,68.4932,0.01746,0.5513,1000000,998556,1444,0,2674,0.9259,0.5197,5.9559,0.01713,0.6244,1000000,966951,33049,0,65337
0.5482,0.9762,0.5474,17.1233,0.01788,0.5898,3000000,2969113,30887,0,59880,0.9247,0.5475,68.4932,0.01540,0.3651,1000000,987152,12848,0,25611,1.0124,0.5475,34.2466,0.01871,0.6369,1000000,999227,773,0,1485,0.9773,0.5474,7.4047,0.01799,0.6578,1000000,982734,17266,0,32784
0.5756,1.0272,0.5748,21.0748,0.01725,0.6201,3000000,2982723,17277,0,33656,0.9728,0.5742,45.6621,0.01673,0.4266,1000000,991555,8445,0,16776,1.0594,0.5748,14.4196,0.01822,0.7235,1000000,999576,424,0,838,1.0105,0.5752,9.1324,0.01928,0.7637,1000000,991592,8408,0,16042
0.6030,1.0767,0.6025,68.4932,0.01835,0.6438,3000000,2990359,9641,0,18787,1.0305,0.6022,91.3242,0.01659,0.4951,1000000,994493,5507,0,10730,1.0955,0.6021,7.2098,0.01876,0.7838,1000000,999783,217,0,463,1.0632,0.6023,19.5695,0.01921,0.8344,1000000,996083,3917,0,7594
0.6304,1.1286,0.6301,273.9726,0.01811,0.7106,3000000,2994270,5730,0,11008,1.0656,0.6289,39.1389,0.01700,0.5691,1000000,996256,3744,0,7184,1.1316,0.6289,7.0249,0.01744,0.7703,1000000,999878,122,0,245,1.1126,0.6300,45.6621,0.02047,0.8451,1000000,998136,1864,0,3579
0.6578,1.1674,0.6571,45.6621,0.01834,0.7797,3000000,2996689,3311,0,6561,1.1231,0.6570,54.7945,0.01648,0.6211,1000000,997591,2409,0,4774,1.1527,0.6566,3.3824,0.01846,1.0145,1000000,999921,79,0,172,1.1506,0.6570,24.9066,0.02017,0.8832,1000000,999177,823,0,1615
0.6852,1.2178,0.6847,136.9863,0.01624,0.8234,3000000,2997849,2151,0,4056,1.1725,0.6848,34.2466,0.01654,0.7116,1000000,998353,1647,0,3113,1.1048,0.6844,1.8025,0.01345,0.9225,1000000,999941,59,0,106,1.1942,0.6844,39.1389,0.02003,0.9798,1000000,999555,445,0,837
0.7126,1.2528,0.7116,45.6621,0.01772,0.8991,3000000,2998554,1446,0,2823,1.2173,0.7116,39.1389,0.01638,0.7993,1000000,998860,1140,0,2253,0.7603,0.7078,0.8404,0.01355,0.8850,1000000,999961,39,0,87,1.2399,0.7118,9.7847,0.01944,1.1075,1000000,999733,267,0,483
0.7400,1.2875,0.7395,21.0748,0.01809,0.9190,3000000,2998978,1022,0,1955,1.2559,0.7389,13.0463,0.01749,0.7822,1000000,999141,859,0,1648,0.6830,0.7114,0.6989,0.01969,1.0517,1000000,999969,31,0,55,1.2753,0.7388,8.5616,0.01945,1.0215,1000000,999868,132,0,252
0.7674,1.3350,0.7668,16.1160,0.01597,0.9897,3000000,2999304,696,0,1431,1.3123,0.7664,17.1233,0.01450,0.8598,1000000,999366,634,0,1283,0.5936,0.7353,0.6416,0.01629,0.6797,1000000,999991,9,0,27,1.1389,0.7671,1.3978,0.01611,1.1133,1000000,999947,53,0,121
0.7948,1.3855,0.7934,11.4155,0.01480,0.9578,3000000,2999421,579,0,1134,1.3334,0.7933,5.9559,0.01444,0.8774,1000000,999462,538,0,1072,0.4412,0.4179,0.5102,0.01982,0.5728,1000000,999987,13,0,15,0.8534,0.7937,0.5829,0.01795,0.6955,1000000,999972,28,0,47
0.8222,1.3805,0.8211,5.8292,0.01301,0.7888,3000000,2999447,553,0,1068,1.3671,0.8210,6.5232,0.01199,0.7921,1000000,999475,525,0,1017,0.3240,0.4442,0.4215,0.01156,0.2860,1000000,999987,13,0,27,0.5696,0.8179,0.3653,0.01331,0.3750,1000000,999985,15,0,24
0.8493,1.4351,0.8490,5.8292,0.01362,0.8111,3000000,2999509,491,0,932,1.4136,0.8490,5.3720,0.01296,0.7616,1000000,999540,460,0,874,0.4428,0.4721,0.4954,0.00997,0.3653,1000000,999977,23,0,43,0.1983,0.2359,0.2740,0.01759,0.0379,1000000,999992,8,0,15
0.8767,1.5388,0.8762,9.1324,0.01436,0.8234,3000000,2999516,484,0,987,1.5051,0.8763,6.0883,0.01399,0.7741,1000000,999551,449,0,933,0.4020,0.4992,0.4328,0.01441,0.3156,1000000,999969,31,0,47,0.0177,0.0181,0.2740,0.01134,0.0000,1000000,999996,4,0,7
0.9041,1.5714,0.9036,7.6104,0.01411,0.7836,3000000,2999514,486,0,912,1.5294,0.9033,5.4795,0.01450,0.7467,1000000,999534,466,0,870,0.4728,0.5260,0.4691,0.01216,0.3530,1000000,999980,20,0,37,0.0000,0.0000,0.0000,0.00000,0.0000,1000000,1000000,0,0,5
0.9315,1.5500,0.9310,4.7237,0.01290,0.8217,3000000,2999413,587,0,1192,1.5270,0.9311,4.0290,0.01320,0.7922,1000000,999424,576,0,1158,0.4939,0.5529,0.4574,0.01016,0.3277,1000000,999989,11,0,34,0.0000,0.0000,0.0000,0.00000,0.0000,1000000,1000000,0,0,0
0.9589,1.5330,0.9584,3.8052,0.01367,0.7852,3000000,2999369,631,0,1298,1.4895,0.9582,3.2232,0.01317,0.7514,1000000,999374,626,0,1285,0.4133,0.5640,0.4005,0.01261,0.2935,1000000,999995,5,0,13,0.0000,0.0000,0.0000,0.00000,0.0000,1000000,1000000,0,0,0
0.9863,1.5884,0.9844,3.7023,0.01163,0.6921,3000000,2999343,657,0,1398,1.6138,0.9860,4.7237,0.01204,0.7618,1000000,999346,654,0,1390,0.0019,0.0022,0.2740,0.00226,0.0000,1000000,999997,3,0,7,0.0000,0.0000,0.0000,0.00000,0.0000,1000000,1000000,0,0,1
1.0137,1.5217,1.0130,2.3416,0.01289,0.6369,3000000,2999258,742,0,1440,1.5437,1.0127,2.7126,0.01316,0.6344,1000000,999266,734,0,1428,0.0206,0.0211,0.2740,0.01002,0.0000,1000000,999992,8,0,11,0.0000,0.0000,0.0000,0.00000,0.0000,1000000,1000000,0,0,1
1.0411,1.5385,1.0397,2.4033,0.01314,0.6455,3000000,2999106,894,0,1811,1.5459,1.0404,2.6860,0.01250,0.6348,1000000,999117,883,0,1788,0.0491,0.0501,0.2740,0.01275,0.0000,1000000,999990,10,0,22,0.0000,0.0000,0.0000,0.00000,0.0000,1000000,999999,1,0,1
1.0685,1.5266,1.0671,2.5368,0.01317,0.6854,3000000,2998927,1073,0,2157,1.5007,1.0679,2.2095,0.01251,0.6858,1000000,998944,1056,0,2127,0.0613,0.0718,0.2740,0.01330,0.0000,1000000,999984,16,0,26,0.0000,0.0000,0.0000,0.00000,0.0000,1000000,999999,1,0,4
1.0959,1.4607,1.0942,2.2457,0.01225,0.6701,3000000,2998715,1285,0,2601,1.4754,1.0947,2.0446,0.01216,0.6842,1000000,998725,1275,0,2583,0.0819,0.0981,0.2740,0.01803,0.0000,1000000,999990,10,0,17,0.0000,0.0000,0.0000,0.00000,0.0000,1000000,1000000,0,0,1
1.1233,1.4499,1.1223,1.9159,0.01250,0.6411,3000000,2998362,1638,0,3243,1.4919,1.1211,2.1573,0.01279,0.6433,1000000,998369,1631,0,3226,0.3012,0.6537,0.3512,0.00800,0.0414,1000000,999993,7,0,17,0.0000,0.0000,0.0000,0.00000,0.0000,1000000,1000000,0,0,0
1.1507,1.4117,1.1488,1.4890,0.01186,0.6599,3000000,2997948,2052,0,4041,1.4443,1.1489,1.7907,0.01307,0.6623,1000000,997954,2046,0,4028,0.4552,0.6789,0.4053,0.01986,0.4273,1000000,999995,5,0,12,0.0000,0.0000,0.0000,0.00000,0.0000,1000000,999999,1,0,1
1.1781,1.4153,1.1733,2.2642,0.01132,0.6715,3000000,2997413,2587,0,5186,1.3798,1.1740,2.6599,0.01141,0.6513,1000000,997416,2584,0,5178,0.6225,0.6237,0.5469,0.01414,0.5642,1000000,999998,2,0,7,0.0000,0.0000,0.0000,0.00000,0.0000,1000000,999999,1,0,1
1.2055,1.3866,1.2012,3.0441,0.01269,0.6707,3000000,2996970,3030,0,6025,1.3484,1.2037,2.2095,0.01163,0.6378,1000000,996976,3024,0,6012,0.9086,0.6697,0.8895,0.00708,0.4582,1000000,999997,3,0,10,0.6961,0.6753,0.4928,0.00429,0.8476,1000000,999997,3,0,3
1.2329,1.3830,1.2314,3.2232,0.01229,0.6626,3000000,2996522,3478,0,6930,1.3673,1.2310,2.9459,0.01197,0.6879,1000000,996530,3470,0,6909,0.0020,0.0021,0.2740,0.01974,0.0000,1000000,999998,2,0,8,0.6528,0.7033,0.5458,0.00785,0.7755,1000000,999994,6,0,13
1.2603,1.3671,1.2597,2.6599,0.01298,0.6697,3000000,2995974,4026,0,8113,1.3851,1.2582,2.9459,0.01277,0.6570,1000000,995988,4012,0,8079,0.0000,0.0000,0.0000,0.00000,0.0000,1000000,1000000,0,0,6,0.7352,0.7310,0.5982,0.01022,0.2871,1000000,999986,14,0,28
1.2877,1.3524,1.2860,2.4462,0.01264,0.6417,3000000,2995354,4646,0,9297,1.3309,1.2866,2.4033,0.01241,0.6617,1000000,995377,4623,0,9247,0.0000,0.0000,0.0000,0.00000,0.0000,1000000,1000000,0,0,4,0.9173,0.8160,0.7547,0.00719,0.5067,1000000,999977,23,0,46
1.3151,1.3101,1.3127,2.6860,0.01293,0.6347,3000000,2995178,4822,0,9694,1.3281,1.3137,2.7956,0.01279,0.6353,1000000,995204,4796,0,9641,0.9752,0.7814,0.9891,0.01104,0.3781,1000000,999995,5,0,9,0.4422,0.7827,0.4597,0.01222,0.4647,1000000,999979,21,0,44
1.3425,1.3071,1.3410,5.2687,0.01353,0.6168,3000000,2995045,4955,0,9995,1.3015,1.3418,4.8065,0.01303,0.5965,1000000,995077,4923,0,9936,0.8313,0.8130,0.7405,0.00984,0.4835,1000000,999981,19,0,32,0.8051,1.2874,0.5708,0.00846,0.9963,1000000,999987,13,0,27
1.3699,1.3098,1.3658,8.0580,0.01333,0.6193,3000000,2995243,4757,0,9638,1.3077,1.3651,6.8493,0.01364,0.6014,1000000,995294,4706,0,9548,0.9184,0.8411,0.8781,0.01011,0.3732,1000000,999969,31,0,49,0.2388,0.8410,0.3034,0.01149,0.0239,1000000,999980,20,0,41
1.3973,1.3435,1.3948,13.0463,0.01376,0.6189,3000000,2995384,4616,0,9346,1.3162,1.3925,10.5374,0.01364,0.5643,1000000,995457,4543,0,9199,1.0102,0.8682,0.9963,0.00942,0.3252,1000000,999938,62,0,124,0.7673,0.8653,0.4875,0.01645,0.2448,1000000,999989,11,0,23
1.4247,1.3296,1.4215,10.9589,0.01495,0.5725,3000000,2995832,4168,0,8507,1.3058,1.4226,8.0580,0.01457,0.5829,1000000,995926,4074,0,8306,0.9924,0.8949,0.6782,0.00991,0.2082,1000000,999936,64,0,145,1.0512,0.8941,1.0300,0.01418,0.2733,1000000,999970,30,0,56
1.4521,1.4004,1.4484,11.9119,0.01361,0.5990,3000000,2996061,3939,0,7931,1.4057,1.4496,12.4533,0.01459,0.6204,1000000,996208,3792,0,7618,1.0117,0.9232,0.6255,0.00888,0.2506,1000000,999893,107,0,233,1.0855,0.9230,0.7632,0.01492,0.3087,1000000,999960,40,0,80
1.4795,1.4227,1.4658,15.2207,0.01388,0.5886,3000000,2996197,3803,0,7547,1.4119,1.4716,14.4196,0.01416,0.6027,1000000,996401,3599,0,7120,0.9834,0.9504,0.5383,0.01132,0.2190,1000000,999874,126,0,264,0.7784,0.9504,0.4183,0.01208,0.1330,1000000,999922,78,0,163
1.5068,1.4704,1.4963,17.1233,0.01439,0.5911,3000000,2996467,3533,0,7264,1.4738,1.5005,13.6986,0.01468,0.6258,1000000,996796,3204,0,6597,0.9525,0.9768,0.4928,0.00978,0.2178,1000000,999803,197,0,413,0.9067,0.9775,0.4536,0.01261,0.1808,1000000,999868,132,0,254
1.5342,1.4975,1.4766,11.9119,0.01465,0.5564,3000000,2996725,3275,0,6789,1.4703,1.4763,17.1233,0.01475,0.5860,1000000,997177,2823,0,5900,1.0145,1.0055,0.5009,0.01140,0.1576,1000000,999737,263,0,510,0.9663,1.0053,0.4536,0.01160,0.1922,1000000,999811,189,0,379
1.5616,1.5480,1.4263,13.0463,0.01336,0.5846,3000000,2996737,3263,0,6515,1.4638,1.5542,16.1160,0.01373,0.6141,1000000,997386,2614,0,5267,1.0228,1.0326,0.4773,0.01063,0.1687,1000000,999650,350,0,703,1.0387,1.0318,0.5943,0.01088,0.2308,1000000,999701,299,0,545
1.5890,1.6443,1.4562,10.9589,0.01357,0.5806,3000000,2996708,3292,0,6535,1.5501,1.4538,11.4155,0.01440,0.6488,1000000,997551,2449,0,4781,1.0120,1.0599,0.4499,0.01235,0.2042,1000000,999569,431,0,902,1.0792,1.0599,0.5982,0.01009,0.2493,1000000,999588,412,0,852
1.6164,1.6832,1.4844,8.3022,0.01354,0.5950,3000000,2996446,3554,0,6937,1.5914,1.4842,22.8311,0.01373,0.6385,1000000,997670,2330,0,4606,1.0340,1.0874,0.4363,0.01055,0.2218,1000000,999310,690,0,1245,0.9724,1.0875,0.7988,0.01274,0.2198,1000000,999466,534,0,1086
1.6438,1.7284,1.5121,7.4047,0.01350,0.6234,3000000,2996299,3701,0,7454,1.5862,1.5085,11.9119,0.01356,0.6991,1000000,997818,2182,0,4423,1.1785,1.1149,0.4928,0.01219,0.2476,1000000,999140,860,0,1680,1.0213,1.1149,0.8698,0.01338,0.2229,1000000,999341,659,0,1351
1.6712,1.7406,1.5364,6.6823,0.01352,0.6227,3000000,2995884,4116,0,8274,1.6385,1.5393,13.6986,0.01374,0.7673,1000000,997816,2184,0,4376,1.1942,1.1422,1.1368,0.01175,0.2378,1000000,998847,1153,0,2285,1.0816,1.1421,0.8838,0.01250,0.2753,1000000,999221,779,0,1613
1.6986,1.7642,1.5648,6.5232,0.01222,0.6043,3000000,2995432,4568,0,9228,1.6128,1.5604,10.1471,0.01338,0.8200,1000000,997744,2256,0,4415,1.2124,1.1697,1.4890,0.01150,0.2455,1000000,998695,1305,0,2725,1.2144,1.1692,0.8698,0.01081,0.3039,1000000,998993,1007,0,2088
1.7260,1.8318,1.5907,6.8493,0.01264,0.6467,3000000,2994236,5764,0,11231,1.6476,1.5915,11.9119,0.01355,0.7976,1000000,997494,2506,0,4909,1.2475,1.1970,1.4573,0.01218,0.2228,1000000,997901,2099,0,4008,1.3175,1.1970,1.2863,0.01218,0.2938,1000000,998841,1159,0,2314
1.7534,1.8228,1.6173,10.9589,0.01277,0.6006,3000000,2992658,7342,0,14165,1.5775,1.6201,14.4196,0.01283,0.8227,1000000,996959,3041,0,5919,1.2330,1.2244,2.4033,0.01164,0.2533,1000000,997082,2918,0,5640,1.2993,1.2241,1.8638,0.01294,0.3333,1000000,998617,1383,0,2606
1.7808,1.8913,1.6474,10.5374,0.01242,0.6549,3000000,2990662,9338,0,18509,1.5730,1.6482,8.8378,0.01183,0.8437,1000000,995902,4098,0,8005,1.2745,1.2516,4.2150,0.01130,0.2589,1000000,996188,3812,0,7647,1.3299,1.2518,2.8839,0.01268,0.4384,1000000,998572,1428,0,2857
1.8082,1.9027,1.6710,13.0463,0.01207,0.7300,3000000,2988400,11600,0,23130,1.5399,1.6766,6.0883,0.01183,0.8558,1000000,994538,5462,0,10839,1.3872,1.2792,7.8278,0.01229,0.2676,1000000,995253,4747,0,9498,1.3739,1.2789,3.0783,0.01272,0.4764,1000000,998609,1391,0,2793
1.8356,1.9162,1.7012,11.4155,0.01255,0.7939,3000000,2984992,15008,0,29793,1.5308,1.7038,4.5662,0.01200,0.9005,1000000,992515,7485,0,14772,1.4043,1.3064,7.8278,0.01222,0.3082,1000000,993865,6135,0,12219,1.4325,1.3062,2.8245,0.01310,0.5142,1000000,998612,1388,0,2802
1.8630,1.9655,1.7293,10.5374,0.01164,0.8589,3000000,2980561,19439,0,38465,1.5369,1.7271,5.8292,0.01100,0.9436,1000000,989643,10357,0,20431,1.5021,1.7230,7.8278,0.01212,0.3492,1000000,992354,7646,0,15184,1.5801,1.3336,4.8924,0.01237,0.5152,1000000,998564,1436,0,2850
1.8904,2.0255,1.7568,11.4155,0.01222,0.8969,3000000,2975173,24827,0,49379,1.5330,1.7585,10.9589,0.01112,0.9499,1000000,985667,14333,0,28524,1.5520,1.3612,10.5374,0.01257,0.4692,1000000,990898,9102,0,18165,1.5987,1.3612,5.2687,0.01390,0.5314,1000000,998608,1392,0,2690
1.9178,1.9861,1.7812,17.1233,0.01198,1.0237,3000000,2968967,31033,0,61684,1.5017,1.7841,9.4473,0.01109,0.9888,1000000,981062,18938,0,37503,1.6118,1.3889,14.4196,0.01263,0.4770,1000000,989228,10772,0,21499,1.6236,1.3885,9.4473,0.01330,0.6485,1000000,998677,1323,0,2682
1.9452,1.9620,1.8121,12.4533,0.01241,1.0861,3000000,2962976,37024,0,73761,1.4736,1.8105,7.4047,0.01169,0.9935,1000000,976447,23553,0,47044,1.7460,1.4163,19.5695,0.01333,0.5946,1000000,987833,12167,0,24138,1.7107,1.4158,8.0580,0.01324,0.7742,1000000,998696,1304,0,2579
1.9726,1.9625,1.8360,13.6986,0.01222,1.1723,3000000,2958687,41313,0,82848,1.4172,1.8381,5.4795,0.01219,1.0016,1000000,972930,27070,0,54545,1.8885,1.4436,22.8311,0.01273,0.7034,1000000,987008,12992,0,25780,1.6853,1.4432,5.4795,0.01297,0.9278,1000000,998749,1251,0,2523
2.0000,1.9852,1.8593,16.1160,0.01281,1.2104,3000000,2957373,42627,0,84775,1.3918,1.8568,8.3022,0.01281,0.9673,1000000,972037,27963,0,55917,1.9664,1.4701,39.1389,0.01292,0.8070,1000000,986620,13380,0,26399,1.7822,1.4703,5.3720,0.01337,1.0562,1000000,998716,1284,0,2459
2.0274,2.0182,1.8922,27.3973,0.01404,1.2333,3000000,2959979,40021,0,80778,1.3695,1.8841,8.3022,0.01346,0.9381,1000000,974104,25896,0,52339,2.0978,1.4984,18.2648,0.01393,0.9785,1000000,987243,12757,0,25657,1.8928,1.4982,6.3715,0.01186,1.1697,1000000,998632,1368,0,2782
2.0548,1.9999,1.9121,24.9066,0.01355,1.3111,3000000,2964531,35469,0,70764,1.3971,1.9090,18.2648,0.01375,1.0002,1000000,978287,21713,0,43407,2.2137,1.5260,11.4155,0.01350,1.1439,1000000,987665,12335,0,24579,1.9741,1.5259,5.7078,0.01348,1.1526,1000000,998579,1421,0,2778
2.0822,2.0275,1.9310,22.8311,0.01372,1.3326,3000000,2969131,30869,0,61871,1.4238,1.5523,17.1233,0.01388,1.0072,1000000,982478,17522,0,34919,2.3016,1.5530,10.1471,0.01311,1.3032,1000000,988259,11741,0,23593,2.1316,1.5534,6.0883,0.01247,1.2470,1000000,998394,1606,0,3359
2.1096,2.0199,1.5805,17.1233,0.01454,1.3090,3000000,2973526,26474,0,53408,1.4491,1.5792,13.0463,0.01458,1.0435,1000000,986726,13274,0,26898,2.2053,1.5807,6.3715,0.01335,1.3886,1000000,988862,11138,0,22444,2.1772,1.5805,4.0891,0.01125,1.1721,1000000,997938,2062,0,4066
2.1370,2.1126,1.6082,12.4533,0.01379,1.4070,3000000,2976049,23951,0,47925,1.5120,1.6064,17.1233,0.01472,1.1099,1000000,990244,9756,0,19689,2.1708,1.6078,3.5581,0.01239,1.4744,1000000,988589,11411,0,22619,2.3113,1.6079,3.8052,0.01219,1.2716,1000000,997216,2784,0,5617
2.1644,2.0740,1.6355,8.3022,0.01343,1.3620,3000000,2977239,22761,0,45049,1.4970,1.6332,11.9119,0.01457,1.1420,1000000,993073,6927,0,13926,2.0969,1.6356,3.5125,0.01287,1.4826,1000000,988049,11951,0,23527,2.2408,1.6356,2.8539,0.01164,1.1733,1000000,996117,3883,0,7596
2.1918,2.0517,1.6622,9.7847,0.01278,1.2734,3000000,2975826,24174,0,48318,1.5456,1.6608,11.9119,0.01645,1.1597,1000000,994868,5132,0,10218,1.8863,1.6629,5.0736,0.01300,1.2813,1000000,986893,13107,0,26420,2.1684,1.6629,2.7126,0.01141,1.0771,1000000,994065,5935,0,11680
2.2192,2.0500,1.6897,9.4473,0.01214,1.1255,3000000,2972767,27233,0,53844,1.5724,1.6895,9.7847,0.01559,1.1687,1000000,995906,4094,0,8030,1.7983,1.6897,6.8493,0.01256,1.2370,1000000,986269,13731,0,27557,2.0791,1.6901,2.0599,0.01159,0.9633,1000000,990592,9408,0,18257
2.2466,1.9880,1.7173,22.8311,0.01096,0.9734,3000000,2966133,33867,0,67454,1.5082,1.7160,7.0249,0.01427,1.1015,1000000,996619,3381,0,6836,1.7359,1.7178,6.5232,0.01343,1.1255,1000000,985042,14958,0,30311,1.9791,1.7178,4.4914,0.01068,0.9276,1000000,984472,15528,0,30307
